Abs
Acos
Acosh
Add
AddN
AddV2
AdjustContrast
AdjustContrastv2
AdjustHue
AdjustSaturation
All
Angle
AnonymousIterator
AnonymousIteratorV2
AnonymousIteratorV3
Any
ApplyAdaMax
ApplyAdadelta
ApplyAdagrad
ApplyAdagradV2
ApplyAdam
ApplyAddSign
ApplyCenteredRMSProp
ApplyFtrl
ApplyFtrlV2
ApplyGradientDescent
ApplyMomentum
ApplyPowerSign
ApplyProximalAdagrad
ApplyRMSProp
ApproximateEqual
ArgMax
ArgMin
Asin
Asinh
Assign
AssignAdd
AssignAddVariableOp
AssignSub
AssignSubVariableOp
AssignVariableOp
Atan
Atan2
Atanh
AvgPool
AvgPool3D
AvgPool3DGrad
AvgPoolGrad
BatchFFT
BatchFFT2D
BatchFFT3D
BatchFunction
BatchIFFT
BatchIFFT2D
BatchIFFT3D
BatchMatMul
BatchMatMulV2
BatchMatMulV3
BatchMatrixBandPart
BatchMatrixDiag
BatchMatrixDiagPart
BatchMatrixSetDiag
BatchMatrixTriangularSolve
BatchNormWithGlobalNormalization
BatchNormWithGlobalNormalizationGrad
BatchSvd
BatchToSpace
BatchToSpaceND
BesselI0
BesselI0e
BesselI1
BesselI1e
BesselJ0
BesselJ1
BesselK0
BesselK0e
BesselK1
BesselK1e
BesselY0
BesselY1
Betainc
BiasAdd
BiasAddGrad
BiasAddV1
Bincount
Bitcast
BitwiseAnd
BitwiseOr
BitwiseXor
BlockLSTM
BlockLSTMGrad
BlockLSTMGradV2
BlockLSTMV2
BroadcastTo
Bucketize
CSRSparseMatrixComponents
CSRSparseMatrixToDense
CSRSparseMatrixToSparseTensor
CTCLossV2
Cast
Ceil
CheckNumerics
CheckNumericsV2
Cholesky
ClipByValue
CollectiveAllToAllV3
CollectiveGather
CollectiveInitializeCommunicator
CollectiveReduce
CollectiveReduceV3
Complex
ComplexAbs
Concat
ConcatV2
Conj
ConjugateTranspose
Const
Conv2D
Conv2DBackpropFilter
Conv2DBackpropInput
Conv3D
Conv3DBackpropFilter
Conv3DBackpropFilterV2
Conv3DBackpropInput
Conv3DBackpropInputV2
Cos
Cosh
CreateTRTResourceHandle
CropAndResize
CropAndResizeGradBoxes
CropAndResizeGradImage
Cross
CudnnRNN
CudnnRNNBackprop
CudnnRNNBackpropV2
CudnnRNNBackpropV3
CudnnRNNCanonicalToParams
CudnnRNNCanonicalToParamsV2
CudnnRNNParamsSize
CudnnRNNParamsToCanonical
CudnnRNNParamsToCanonicalV2
CudnnRNNV2
CudnnRNNV3
Cumprod
Cumsum
CumulativeLogsumexp
DataFormatDimMap
DataFormatVecPermute
Dawsn
DebugGradientIdentity
DebugNumericSummaryV2
DeepCopy
DeleteIterator
DenseBincount
DenseToCSRSparseMatrix
DepthToSpace
DepthwiseConv2dNative
DepthwiseConv2dNativeBackpropFilter
DepthwiseConv2dNativeBackpropInput
DestroyTemporaryVariable
Diag
DiagPart
Digamma
Dilation2D
Dilation2DBackpropFilter
Dilation2DBackpropInput
Div
DivNoNan
DynamicPartition
DynamicStitch
Einsum
Elu
EluGrad
Empty
EmptyTensorList
Enter
Equal
Erf
Erfc
Erfinv
EuclideanNorm
Exit
Exp
ExpandDims
ExperimentalMapDataset
ExperimentalSleepDataset
Expint
Expm1
ExtractImagePatches
ExtractVolumePatches
FFT
FFT2D
FFT3D
Fact
FakeQuantWithMinMaxArgs
FakeQuantWithMinMaxArgsGradient
FakeQuantWithMinMaxVars
FakeQuantWithMinMaxVarsGradient
FakeQuantWithMinMaxVarsPerChannel
FakeQuantWithMinMaxVarsPerChannelGradient
Fill
FinalizeDataset
Floor
FloorDiv
FloorMod
FresnelCos
FresnelSin
FusedBatchNorm
FusedBatchNormGrad
FusedBatchNormGradV2
FusedBatchNormGradV3
FusedBatchNormV2
FusedBatchNormV3
GRUBlockCell
GRUBlockCellGrad
Gather
GatherNd
GatherV2
GenerateBoundingBoxProposals
GeneratorDataset
GetCalibrationDataOp
GetOptions
Greater
GreaterEqual
HSVToRGB
HistogramFixedWidth
IFFT
IFFT2D
IFFT3D
IRFFT
IRFFT2D
IRFFT3D
Identity
Igamma
IgammaGradA
Igammac
Imag
ImageProjectiveTransformV2
ImageProjectiveTransformV3
InTopKV2
InitializeTRTResource
InplaceAdd
InplaceSub
InplaceUpdate
Inv
InvGrad
Invert
IsFinite
IsInf
IsNan
IsTensorFloat32Enabled
IsVariableInitialized
IteratorFromStringHandleV2
IteratorGetNext
IteratorGetNextAsOptional
IteratorGetNextSync
IteratorToStringHandle
IteratorV2
L2Loss
LRN
LRNGrad
LSTMBlockCell
LSTMBlockCellGrad
LeakyRelu
LeakyReluGrad
LeftShift
Less
LessEqual
Lgamma
Log
Log1p
LogMatrixDeterminant
LogSoftmax
LogicalAnd
LogicalNot
LogicalOr
LowerBound
Lu
MakeIterator
MatMul
MatrixBandPart
MatrixDeterminant
MatrixDiag
MatrixDiagPart
MatrixDiagPartV2
MatrixDiagPartV3
MatrixDiagV2
MatrixDiagV3
MatrixInverse
MatrixSetDiag
MatrixSetDiagV2
MatrixSetDiagV3
MatrixSolve
MatrixTriangularSolve
Max
MaxPool
MaxPool3D
MaxPool3DGrad
MaxPool3DGradGrad
MaxPoolGrad
MaxPoolGradGrad
MaxPoolGradGradV2
MaxPoolGradGradWithArgmax
MaxPoolGradV2
MaxPoolGradWithArgmax
MaxPoolV2
MaxPoolWithArgmax
Maximum
Mean
Merge
Min
Minimum
MirrorPad
MirrorPadGrad
Mod
Mul
MulNoNan
Multinomial
NcclAllReduce
NcclBroadcast
NcclReduce
Ndtri
Neg
NextAfter
NextIteration
NonMaxSuppressionV2
NonMaxSuppressionV3
NonMaxSuppressionV4
NotEqual
OneHot
OnesLike
OptionalFromValue
OptionalGetValue
OptionalHasValue
OptionalNone
OptionsDataset
Pack
Pad
PadV2
ParallelConcat
ParameterizedTruncatedNormal
PlaceholderWithDefault
Polygamma
PopulationCount
Pow
PrefetchDataset
PreventGradient
Prod
Qr
QuantizeAndDequantize
QuantizeAndDequantizeV2
QuantizeAndDequantizeV3
QuantizeAndDequantizeV4
QuantizeAndDequantizeV4Grad
RFFT
RFFT2D
RFFT3D
RGBToHSV
RandomGammaGrad
RandomStandardNormal
RandomUniform
RandomUniformInt
Range
Rank
Real
RealDiv
Reciprocal
ReciprocalGrad
RefEnter
RefExit
RefIdentity
RefMerge
RefNextIteration
RefSwitch
Relu
Relu6
Relu6Grad
ReluGrad
Reshape
ResizeBilinear
ResizeBilinearGrad
ResizeNearestNeighbor
ResizeNearestNeighborGrad
ResourceApplyAdaMax
ResourceApplyAdadelta
ResourceApplyAdagrad
ResourceApplyAdagradV2
ResourceApplyAdam
ResourceApplyAdamWithAmsgrad
ResourceApplyAddSign
ResourceApplyCenteredRMSProp
ResourceApplyFtrl
ResourceApplyFtrlV2
ResourceApplyGradientDescent
ResourceApplyKerasMomentum
ResourceApplyMomentum
ResourceApplyPowerSign
ResourceApplyProximalAdagrad
ResourceApplyRMSProp
ResourceGather
ResourceGatherNd
ResourceScatterAdd
ResourceScatterDiv
ResourceScatterMax
ResourceScatterMin
ResourceScatterMul
ResourceScatterNdAdd
ResourceScatterNdMax
ResourceScatterNdMin
ResourceScatterNdSub
ResourceScatterNdUpdate
ResourceScatterSub
ResourceScatterUpdate
ResourceSparseApplyAdadelta
ResourceSparseApplyAdagrad
ResourceSparseApplyAdagradV2
ResourceSparseApplyFtrl
ResourceSparseApplyFtrlV2
ResourceSparseApplyKerasMomentum
ResourceSparseApplyProximalAdagrad
ResourceStridedSliceAssign
Reverse
ReverseSequence
ReverseV2
RightShift
Rint
RngReadAndSkip
RngSkip
Roll
Round
Rsqrt
RsqrtGrad
ScatterAdd
ScatterDiv
ScatterMax
ScatterMin
ScatterMul
ScatterNd
ScatterNdAdd
ScatterNdMax
ScatterNdMin
ScatterNdNonAliasingAdd
ScatterNdSub
ScatterNdUpdate
ScatterSub
ScatterUpdate
SegmentMax
SegmentMean
SegmentMin
SegmentProd
SegmentSum
Select
SelectV2
SelfAdjointEigV2
Selu
SeluGrad
SerializeTRTResource
Shape
ShapeN
Sigmoid
SigmoidGrad
Sign
Sin
Sinh
Size
SleepDataset
Slice
Snapshot
Softmax
SoftmaxCrossEntropyWithLogits
Softplus
SoftplusGrad
Softsign
SoftsignGrad
SpaceToBatch
SpaceToBatchND
SpaceToDepth
SparseApplyAdadelta
SparseApplyAdagrad
SparseApplyAdagradV2
SparseApplyFtrl
SparseApplyFtrlV2
SparseApplyProximalAdagrad
SparseConcat
SparseFillEmptyRows
SparseFillEmptyRowsGrad
SparseMatrixAdd
SparseMatrixMatMul
SparseMatrixMul
SparseMatrixNNZ
SparseMatrixSoftmax
SparseMatrixSoftmaxGrad
SparseMatrixSparseMatMul
SparseMatrixTranspose
SparseMatrixZeros
SparseReorder
SparseReshape
SparseSegmentMean
SparseSegmentMeanGrad
SparseSegmentMeanWithNumSegments
SparseSegmentSqrtN
SparseSegmentSqrtNGrad
SparseSegmentSqrtNWithNumSegments
SparseSegmentSum
SparseSegmentSumGrad
SparseSegmentSumWithNumSegments
SparseSlice
SparseSoftmaxCrossEntropyWithLogits
SparseSplit
SparseTensorDenseMatMul
SparseTensorToCSRSparseMatrix
SparseToDense
Spence
Split
SplitV
Sqrt
SqrtGrad
Square
SquaredDifference
Squeeze
StatefulStandardNormalV2
StatefulTruncatedNormal
StatefulUniform
StatefulUniformFullInt
StatefulUniformInt
StatelessMultinomial
StatelessRandomGammaV2
StatelessRandomGetAlg
StatelessRandomGetKeyCounter
StatelessRandomGetKeyCounterAlg
StatelessRandomNormal
StatelessRandomNormalV2
StatelessRandomUniform
StatelessRandomUniformFullInt
StatelessRandomUniformFullIntV2
StatelessRandomUniformInt
