Abs
StatelessRandomUniformIntV2
StatelessRandomUniformV2
StatelessTruncatedNormal
StatelessTruncatedNormalV2
StopGradient
StridedSlice
StridedSliceAssign
StridedSliceGrad
Sub
Sum
Svd
Switch
TRTEngineOp
Tan
Tanh
TanhGrad
TemporaryVariable
TensorArray
TensorArrayClose
TensorArrayCloseV2
TensorArrayCloseV3
TensorArrayConcat
TensorArrayConcatV2
TensorArrayConcatV3
TensorArrayGather
TensorArrayGatherV2
TensorArrayGatherV3
TensorArrayGrad
TensorArrayGradV2
TensorArrayGradV3
TensorArrayGradWithShape
TensorArrayPack
TensorArrayRead
TensorArrayReadV2
TensorArrayReadV3
TensorArrayScatter
TensorArrayScatterV2
TensorArrayScatterV3
TensorArraySize
TensorArraySizeV2
TensorArraySizeV3
TensorArraySplit
TensorArraySplitV2
TensorArraySplitV3
TensorArrayUnpack
TensorArrayV2
TensorArrayV3
TensorArrayWrite
TensorArrayWriteV2
TensorArrayWriteV3
TensorListConcat
TensorListConcatLists
TensorListConcatV2
TensorListElementShape
TensorListFromTensor
TensorListGather
TensorListGetItem
TensorListLength
TensorListPopBack
TensorListPushBack
TensorListPushBackBatch
TensorListReserve
TensorListResize
TensorListScatter
TensorListScatterIntoExistingList
TensorListScatterV2
TensorListSetItem
TensorListSplit
TensorListStack
TensorScatterAdd
TensorScatterMax
TensorScatterMin
TensorScatterSub
TensorScatterUpdate
TensorStridedSliceUpdate
Tile
TileGrad
TopK
TopKV2
Transpose
TridiagonalMatMul
TridiagonalSolve
TruncateDiv
TruncateMod
TruncatedNormal
Unique
UniqueWithCounts
Unpack
UnsortedSegmentMax
UnsortedSegmentMin
UnsortedSegmentProd
UnsortedSegmentSum
UnwrapDatasetVariant
UpperBound
Variable
VariableV2
Where
WrapDatasetVariant
Xdivy
XlaBroadcastHelper
XlaConv
XlaConvV2
XlaDequantize
XlaDot
XlaDotV2
XlaDynamicSlice
XlaDynamicUpdateSlice
XlaEinsum
XlaGather
XlaIf
XlaKeyValueSort
XlaLaunch
XlaOptimizationBarrier
XlaPad
XlaRecv
XlaReduce
XlaReduceWindow
XlaReplicaId
XlaRngBitGenerator
XlaScatter
XlaSelectAndScatter
XlaSelfAdjointEig
XlaSend
XlaSharding
XlaSort
XlaSpmdShardToFullShape
XlaSvd
XlaVariadicReduce
XlaVariadicReduceV2
XlaVariadicSort
XlaWhile
Xlog1py
Xlogy
ZerosLike
Zeta
_CopyFromGpuToHost
_CopyFromHostToGpu
_EagerConst
_FusedBatchNormEx
_FusedBatchNormGradEx
_FusedConv2D
_NcclBroadcastRecv
_NcclBroadcastSend
_NcclReduceRecv
_NcclReduceSend
_ParallelConcatStart
_ParallelConcatUpdate
_ScopedAllocator
_ScopedAllocatorConcat
_ScopedAllocatorSplit
_SwitchN
_TensorToHashBucketFast
_XlaCompile
_XlaMerge
_XlaRun
