abs
abs_grad
accuracy
adagrad
adam
adamw
arg_max
arg_min
argsort
argsort_grad
assign
assign_value
atan
atan_grad
batch_norm
batch_norm_grad
bce_loss
bce_loss_grad
bilinear_interp_v2
bilinear_interp_v2_grad
bitwise_and
bitwise_not
bitwise_or
bitwise_xor
bmm
bmm_grad
box_coder
celu
celu_grad
check_finite_and_unscale
clip
clip_by_norm
clip_grad
coalesce_tensor
concat
concat_grad
conv2d
conv2d_grad
conv2d_transpose
conv2d_transpose_grad
conv3d
conv3d_grad
cos
cos_grad
cumsum
depthwise_conv2d
depthwise_conv2d_grad
diag_v2
dropout
dropout_grad
elementwise_add
elementwise_add_grad
elementwise_div
elementwise_div_grad
elementwise_floordiv
elementwise_max
elementwise_max_grad
elementwise_min
elementwise_min_grad
elementwise_mod
elementwise_mul
elementwise_mul_grad
elementwise_pow
elementwise_pow_grad
elementwise_sub
elementwise_sub_grad
elu
elu_grad
equal
exp
exp_grad
expand_as_v2
expand_v2
expand_v2_grad
eye
fill_any_like
fill_constant
fill_constant_batch_size_like
fill_diagonal
fill_diagonal_grad
flatten_contiguous_range
flatten_contiguous_range_grad
floor
floor_grad
gather
gather_grad
gather_nd
gather_nd_grad
gaussian_random
gelu
gelu_grad
greater_equal
greater_than
group_norm
group_norm_grad
hard_shrink
hard_shrink_grad
hard_sigmoid
hard_sigmoid_grad
hard_swish
hard_swish_grad
huber_loss
huber_loss_grad
increment
index_sample
index_sample_grad
index_select
index_select_grad
is_empty
kldiv_loss
kldiv_loss_grad
label_smooth
label_smooth_grad
layer_norm
layer_norm_grad
leaky_relu
leaky_relu_grad
less_equal
less_than
linspace
log
log_grad
log_loss
log_loss_grad
log_softmax
log_softmax_grad
logical_and
logical_not
logical_or
lookup_table_v2
lookup_table_v2_grad
masked_select
masked_select_grad
matmul_v2
matmul_v2_grad
mean
mean_grad
memcpy
memcpy_d2h
memcpy_h2d
merged_momentum
meshgrid
momentum
multinomial
nearest_interp_v2
nearest_interp_v2_grad
norm
norm_grad
not_equal
npu_identity
one_hot_v2
p_norm
p_norm_grad
pad
pad3d
pad3d_grad
pad_grad
pool2d
pool2d_grad
pow
pow_grad
prelu
prelu_grad
prior_box
randperm
range
reciprocal
reciprocal_grad
reduce_all
reduce_any
reduce_max
reduce_max_grad
reduce_mean
reduce_mean_grad
reduce_min
reduce_prod
reduce_prod_grad
reduce_sum
reduce_sum_grad
relu
relu6
relu6_grad
relu_grad
reshape2
reshape2_grad
rmsprop
roi_align
roi_align_grad
rsqrt
rsqrt_grad
scale
scatter
scatter_grad
selu
selu_grad
set_value
sgd
shape
shard_index
sigmoid
sigmoid_cross_entropy_with_logits
sigmoid_cross_entropy_with_logits_grad
sigmoid_grad
sin
size
slice
slice_grad
softmax
softmax_grad
softmax_with_cross_entropy
softmax_with_cross_entropy_grad
softplus
softplus_grad
softshrink
softshrink_grad
split
sqrt
sqrt_grad
square
square_grad
squared_l2_norm
squared_l2_norm_grad
squeeze2
squeeze2_grad
stack
stack_grad
strided_slice
strided_slice_grad
sum
swish
swish_grad
take_along_axis
take_along_axis_grad
tanh
tanh_grad
tile
tile_grad
top_k_v2
transfer_dtype
transpose2
transpose2_grad
tril_triu
tril_triu_grad
truncated_gaussian_random
uniform_random
unsqueeze2
unsqueeze2_grad
unstack
unstack_grad
update_loss_scaling
where
where_grad
where_index
