abs
reduce_prod_grad
reduce_scatter
reduce_sum
reduce_sum_grad
relu
relu6
relu6_grad
relu_grad
renorm
renorm_grad
repeat_interleave
repeat_interleave_grad
reshape2
reshape2_grad
resnet_unit
resnet_unit_grad
reverse
rmsprop
rnn
rnn_grad
roi_align
roi_align_grad
roi_perspective_transform
roi_perspective_transform_grad
roi_pool
roi_pool_grad
roll
roll_grad
round
round_grad
row_conv
row_conv_grad
rrelu
rrelu_grad
rsqrt
rsqrt_grad
save
save_combine
scale
scatter
scatter_grad
scatter_nd_add
scatter_nd_add_grad
searchsorted
segment_pool
segment_pool_grad
selu
selu_grad
sequence_pool
set_value
set_value_grad
sgd
shape
shard_index
share_buffer
sigmoid
sigmoid_cross_entropy_with_logits
sigmoid_cross_entropy_with_logits_grad
sigmoid_grad
sign
silu
silu_grad
sin
sin_grad
sinh
sinh_grad
size
slice
slice_grad
slogdeterminant
slogdeterminant_grad
soft_relu
soft_relu_grad
softmax
softmax_grad
softmax_with_cross_entropy
softmax_with_cross_entropy_grad
softplus
softplus_grad
softshrink
softshrink_grad
softsign
softsign_grad
solve
solve_grad
spectral_norm
spectral_norm_grad
split
sqrt
sqrt_grad
square
square_grad
squared_l2_norm
squared_l2_norm_grad
squeeze2
squeeze2_grad
stack
stack_grad
stanh
stanh_grad
strided_slice
strided_slice_grad
stright_throuth_estimator_grad
sum
svd
svd_grad
swish
swish_grad
sync_batch_norm
sync_batch_norm_grad
take_along_axis
take_along_axis_grad
tan
tan_grad
tanh
tanh_grad
tanh_shrink
tanh_shrink_grad
temporal_shift
temporal_shift_grad
thresholded_relu
thresholded_relu_grad
tile
tile_grad
top_k_v2
top_k_v2_grad
trace
trace_grad
transfer_dtype
transfer_layout
transpose2
transpose2_grad
triangular_solve
triangular_solve_grad
tril_indices
tril_triu
tril_triu_grad
trilinear_interp_v2
trilinear_interp_v2_grad
triu_indices
trunc
trunc_grad
truncated_gaussian_random
unbind
unfold
unfold_grad
uniform_random
unique
unique_consecutive
unpool
unpool3d
unpool3d_grad
unpool_grad
unsqueeze2
unsqueeze2_grad
unstack
unstack_grad
update_loss_scaling
viterbi_decode
warpctc
warpctc_grad
warprnnt
warprnnt_grad
where
where_grad
where_index
yolo_box
