abs
abs_grad
adadelta
adagrad
adam
adamw
arg_max
argsort
argsort_grad
assign
assign_value
atan
atan_grad
batch_norm
batch_norm_grad
bce_loss
bce_loss_grad
bilinear_interp_v2
bilinear_interp_v2_grad
bitwise_not
bmm
bmm_grad
check_finite_and_unscale
clip
clip_grad
coalesce_tensor
concat
concat_grad
conv2d
conv2d_grad
conv2d_transpose
conv2d_transpose_grad
conv3d
conv3d_grad
cos
cumsum
cumsum_grad
deformable_conv_v1
deformable_conv_v1_grad
depthwise_conv2d
depthwise_conv2d_grad
diag_v2
diagonal
distribute_fpn_proposals
dropout
dropout_grad
einsum
einsum_grad
elementwise_add
elementwise_add_grad
elementwise_div
elementwise_div_grad
elementwise_floordiv
elementwise_max
elementwise_max_grad
elementwise_min
elementwise_min_grad
elementwise_mod
elementwise_mul
elementwise_mul_grad
elementwise_pow
elementwise_sub
elementwise_sub_grad
embedding_with_eltwise_add_xpu
empty
equal
exp
exp_grad
expand_as_v2
expand_v2
expand_v2_grad
fc_xpu
fill_any
fill_any_like
fill_constant
fill_constant_batch_size_like
fill_diagonal_tensor
flatten_contiguous_range
flatten_contiguous_range_grad
floor
gather
gather_grad
gather_nd
gather_nd_grad
gaussian_random
gelu
gelu_grad
generate_proposals_v2
generate_sequence_xpu
grad_add
greater_equal
greater_than
grid_sampler
grid_sampler_grad
group_norm
hard_sigmoid
hard_sigmoid_grad
hard_swish
hard_swish_grad
huber_loss
huber_loss_grad
increment
index_sample
index_select
index_select_grad
instance_norm
instance_norm_grad
isnan_v2
kldiv_loss
kldiv_loss_grad
label_smooth
lamb
layer_norm
layer_norm_grad
leaky_relu
leaky_relu_grad
less_equal
less_than
linspace
load
log
log_grad
log_softmax
log_softmax_grad
logical_and
logical_not
logical_or
logical_xor
lookup_table_v2
lookup_table_v2_grad
masked_select
masked_select_grad
matmul_v2
matmul_v2_grad
max_pool2d_with_index
max_pool2d_with_index_grad
mean
mean_grad
memcpy_d2h
memcpy_h2d
merged_momentum
meshgrid
mish
mish_grad
momentum
mul
mul_grad
multi_encoder_xpu
nearest_interp_v2
nearest_interp_v2_grad
not_equal
one_hot_v2
p_norm
p_norm_grad
pad3d
pad3d_grad
pixel_shuffle
pixel_shuffle_grad
pool2d
pool2d_grad
pool3d
pool3d_grad
pow
pow_grad
prelu
prelu_grad
prior_box
randint
randperm
range
reciprocal
reciprocal_grad
reduce_max
reduce_max_grad
reduce_mean
reduce_mean_grad
reduce_min
reduce_min_grad
reduce_prod
reduce_sum
reduce_sum_grad
relu
relu6
relu6_grad
relu_grad
reshape2
reshape2_grad
rmsprop
rnn
rnn_grad
roi_align
roi_align_grad
roll
roll_grad
scale
scatter
scatter_nd_add
set_value
set_value_grad
sgd
shape
share_buffer
sigmoid
sigmoid_cross_entropy_with_logits
sigmoid_cross_entropy_with_logits_grad
sigmoid_grad
sign
silu
silu_grad
sin
slice
slice_grad
softmax
softmax_grad
softmax_with_cross_entropy
softmax_with_cross_entropy_grad
softplus
softplus_grad
split
sqrt
sqrt_grad
square
square_grad
squeeze2
squeeze2_grad
stack
stack_grad
strided_slice
strided_slice_grad
sum
swish
swish_grad
tanh
tanh_grad
temporal_shift
temporal_shift_grad
tile
tile_grad
top_k_v2
transfer_dtype
transpose2
transpose2_grad
tril_triu
tril_triu_grad
truncated_gaussian_random
unbind
unfold
unfold_grad
uniform_random
unsqueeze2
unsqueeze2_grad
unstack
unstack_grad
update_loss_scaling
warpctc
warpctc_grad
where
where_grad
where_index
