abs
abs_grad
accuracy
adam
adamw
arg_max
argsort
argsort_grad
assign
assign_value
atan
atan_grad
batch_norm
batch_norm_grad
bce_loss
bce_loss_grad
bilinear_interp_v2
bilinear_interp_v2_grad
bitwise_and
bitwise_not
bitwise_or
bitwise_xor
check_finite_and_unscale
clip
clip_grad
coalesce_tensor
concat
concat_grad
conv2d
conv2d_grad
conv2d_transpose
conv2d_transpose_grad
cos
cos_grad
cumsum
deformable_conv_v1
deformable_conv_v1_grad
depthwise_conv2d
depthwise_conv2d_grad
dropout
dropout_grad
elementwise_add
elementwise_add_grad
elementwise_div
elementwise_div_grad
elementwise_max
elementwise_max_grad
elementwise_min
elementwise_min_grad
elementwise_mul
elementwise_mul_grad
elementwise_pow
elementwise_pow_grad
elementwise_sub
elementwise_sub_grad
equal
exp
exp_grad
expand_as_v2
expand_v2
fill_any_like
fill_constant
fill_constant_batch_size_like
floor
gather
gather_grad
gather_nd
gather_nd_grad
gaussian_random
gelu
gelu_grad
generate_proposals_v2
greater_equal
greater_than
grid_sampler
hard_sigmoid
hard_sigmoid_grad
hard_swish
hard_swish_grad
huber_loss
huber_loss_grad
label_smooth
layer_norm
layer_norm_grad
leaky_relu
leaky_relu_grad
less_equal
less_than
log
log10
log2
log_softmax
log_softmax_grad
logical_and
logical_not
logical_or
logical_xor
lookup_table_v2
lookup_table_v2_grad
masked_select
masked_select_grad
matmul_v2
matmul_v2_grad
mean
mean_grad
memcpy
memcpy_d2h
memcpy_h2d
merged_adam
merged_momentum
meshgrid
momentum
mul
mul_grad
nearest_interp_v2
nearest_interp_v2_grad
not_equal
one_hot_v2
pool2d
pool2d_grad
pow
pow_grad
prior_box
randperm
range
reciprocal
reciprocal_grad
reduce_any
reduce_max
reduce_max_grad
reduce_mean
reduce_mean_grad
reduce_min
reduce_prod
reduce_sum
reduce_sum_grad
relu
relu6
relu6_grad
relu_grad
rnn
rnn_grad
roi_align
roi_align_grad
rsqrt
rsqrt_grad
scale
scatter
scatter_nd_add
set_value
sgd
sigmoid
sigmoid_cross_entropy_with_logits
sigmoid_cross_entropy_with_logits_grad
sigmoid_grad
silu
silu_grad
sin
sin_grad
size
slice
slice_grad
softmax
softmax_grad
softmax_with_cross_entropy
softmax_with_cross_entropy_grad
split
sqrt
sqrt_grad
square
square_grad
squared_l2_norm
squared_l2_norm_grad
squeeze2
squeeze2_grad
stack
sum
tanh
tanh_grad
tile
top_k_v2
transfer_dtype
transpose2
transpose2_grad
tril_triu
tril_triu_grad
truncated_gaussian_random
uniform_random
unsqueeze2
unsqueeze2_grad
unstack
unstack_grad
where
where_grad
where_index
yolo_box
