abs
abs_grad
accuracy
adam
adamw
affine_channel
affine_channel_grad
arg_max
argsort
assign
batch_norm
batch_norm_grad
bce_loss
bce_loss_grad
bilinear_interp
bilinear_interp_grad
bilinear_interp_v2
bilinear_interp_v2_grad
bmm
bmm_grad
broadcast
c_allreduce_max
c_allreduce_min
c_allreduce_prod
c_reduce_max
c_reduce_min
c_reduce_prod
c_reduce_sum
c_sync_calc_stream
cast
check_finite_and_unscale
clip
clip_by_norm
coalesce_tensor
concat
concat_grad
conv2d
conv2d_grad
conv2d_transpose
conv2d_transpose_grad
copy
deformable_conv
deformable_conv_grad
depthwise_conv2d
depthwise_conv2d_grad
dropout
dropout_grad
elementwise_add
elementwise_add_grad
elementwise_div
elementwise_div_grad
elementwise_floordiv
elementwise_max
elementwise_max_grad
elementwise_min
elementwise_min_grad
elementwise_mod
elementwise_mul
elementwise_mul_grad
elementwise_pow
elementwise_sub
elementwise_sub_grad
equal
exp
expand_as_v2
expand_v2
fill_any_like
fill_constant
flatten
flatten2
flatten2_grad
flatten_contiguous_range
flatten_contiguous_range_grad
flatten_grad
flatten_with_xshape
gather
gather_grad
gather_nd
gaussian_random
gelu
gelu_grad
generate_proposals_v2
greater_equal
greater_than
hard_swish
hard_swish_grad
huber_loss
huber_loss_grad
iou_similarity
label_smooth
lamb
layer_norm
layer_norm_grad
leaky_relu
leaky_relu_grad
less_equal
less_than
load
log
log_loss
log_loss_grad
logsumexp
lookup_table_v2
lookup_table_v2_grad
masked_select
matmul
matmul_grad
matmul_v2
matmul_v2_grad
mean
mean_grad
momentum
mul
mul_grad
nearest_interp
nearest_interp_grad
nearest_interp_v2
nearest_interp_v2_grad
not_equal
one_hot
one_hot_v2
pool2d
pool2d_grad
pow
pow_grad
prior_box
range
reciprocal
reciprocal_grad
reduce_max
reduce_max_grad
reduce_mean
reduce_mean_grad
reduce_prod
reduce_sum
reduce_sum_grad
relu
relu_grad
reshape2
reshape2_grad
reshape2_grad_grad
reshape_with_xshape
rmsprop
rnn
rnn_grad
roi_align
roi_align_grad
scale
scatter
sequence_conv
sequence_conv_grad
sgd
shape
sigmoid
sigmoid_cross_entropy_with_logits
sigmoid_cross_entropy_with_logits_grad
sigmoid_grad
sign
slice
slice_grad
softmax
softmax_grad
softmax_with_cross_entropy
softmax_with_cross_entropy_grad
softplus
softplus_grad
split
sqrt
sqrt_grad
square
square_grad
squeeze
squeeze2
squeeze2_grad
squeeze_grad
stack
stack_grad
sum
swish
swish_grad
tanh
tanh_grad
tile
top_k
top_k_v2
transpose
transpose2
transpose2_grad
transpose_grad
tril_triu
tril_triu_grad
truncated_gaussian_random
uniform_random
uniform_random_inplace
uniform_random_inplace_grad
unsqueeze
unsqueeze2
unsqueeze2_grad
unsqueeze_grad
update_loss_scaling
where
